"","EPCI","Commune","Numéro d'immatriculation","Type de syndic : bénévole / professionnel / non connu","Identification du représentant légal  (raison sociale et le numéro SIRET du syndic professionnel ou Civilité/prénom/ nom du syndic bénévole ou coopératif)","Siret représentant légal (si existe)","Code APE","Commune du représentant légal","Mandat en cours dans la copropriété","Nom d’usage de la copropriété","Adresse de référence","Numéro et Voie (adresse de référence)","Code postal (adresse de référence)","Commune (adresse de référence)","Adresse complémentaire 1","Adresse complémentaire 2","Adresse complémentaire 3","Nombre d'adresses complémentaires","long","lat","Date du règlement de copropriété","Résidence service","Syndicat coopératif","Syndicat principal ou syndicat secondaire","Si secondaire, n° d’immatriculation du principal","Nombre d’ASL auxquelles est rattaché le syndicat de copropriétaires","Nombre d’AFUL auxquelles est rattaché le syndicat de copropriétaires","Nombre d’Unions de syndicats auxquelles est rattaché le syndicat de copropriétaires","Nombre total de lots","Nombre total de lots à usage d’habitation, de bureaux ou de commerces","Nombre de lots à usage d’habitation","Nombre de lots de stationnement","Nombre d'arrêtés relevant du code de la santé publique en cours","Nombre d'arrêtés de péril sur les parties communes en cours","Nombre d'arrêtés sur les équipements communs en cours","Période de construction","nom_qp","code_qp"
"1716",200046977,"69383","AA2342038","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","19 RUE LOUISE","19 r louise 69003 Lyon","19 r louise","69003","Lyon",NA,NA,NA,0,4.886023,45.749569,1964-11-17,"non","non","oui",NA,0,0,0,11,9,9,2,0,0,0,"DE_1961_A_1974",NA,NA
"1717",200046977,"69383","AA2342376","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","PAVILLON PART DIEU","22 r verlet hanus 69003 Lyon","22 r verlet hanus","69003","Lyon",NA,NA,NA,0,4.850394,45.75794,2001-12-28,"non","non","oui",NA,0,0,0,62,26,25,26,0,0,0,"DE_2001_A_2010",NA,NA
"1718",200046977,"69266","AA2347086","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","CLOS MARGUITE","5 r berthelot 69100 Villeurbanne","5 r berthelot","69100","Villeurbanne",NA,NA,NA,0,4.89698,45.759208,2012-10-31,"non","non","oui",NA,0,0,0,96,44,44,52,0,0,0,"APRES_2011",NA,NA
"1719",200046977,"69385","AA2348076","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","42 RUE SAINT JEAN","42 r saint-jean 69005 Lyon","42 r saint-jean","69005","Lyon",NA,NA,NA,0,4.827529,45.762415,2005-12-20,"non","non","oui",NA,0,0,0,10,9,7,0,0,0,0,"AVANT_1949",NA,NA
"1720",200046977,"69266","AA2375608","professionnel","REGIE DE L'OPERA 95450374400037","95450374400037","6832A","LYON 3EME","Mandat en cours","SDC LES PLATANES","32 r richelieu 69100 Villeurbanne","32 r richelieu","69100","Villeurbanne",NA,NA,NA,0,4.877193,45.759924,1974-07-02,"non","non","oui",NA,0,0,0,33,11,10,12,0,0,0,"DE_1961_A_1974",NA,NA
"1721",200046977,"69384","AA2375780","professionnel","REGIE DE L'OPERA 95450374400037","95450374400037","6832A","LYON 3EME","Mandat en cours","SDC 3 A 9 RUE JANIN","3 r janin 69004 Lyon","3 r janin","69004","Lyon",NA,NA,NA,0,4.83327,45.780156,1984-06-22,"non","non","oui",NA,0,0,0,81,34,4,34,0,0,0,"AVANT_1949",NA,NA
"1722",200046977,"69388","AA2375863","professionnel","REGIE DE L'OPERA 95450374400037","95450374400037","6832A","LYON 3EME","Mandat en cours","SDC 58 AVENUE DES FRERES LUMIERE","58 av des freres lumiere 69008 Lyon","58 av des freres lumiere","69008","Lyon",NA,NA,NA,0,4.864617,45.745494,1974-11-15,"non","non","oui",NA,0,0,0,10,5,4,0,0,0,0,"AVANT_1949",NA,NA
"1723",200046977,"69386","AA2375947","professionnel","REGIE DE L'OPERA 95450374400037","95450374400037","6832A","LYON 3EME","Mandat en cours","SDC 113 RUE TETE D'OR","113 r tete d'or 69006 Lyon","113 r tete d'or","69006","Lyon",NA,NA,NA,0,4.85337,45.764679,1951-02-13,"non","non","oui",NA,0,0,0,14,13,13,1,0,0,0,"NON_CONNUE",NA,NA
"1724",200046977,"69381","AA2376028","professionnel","REGIE DE L'OPERA 95450374400037","95450374400037","6832A","LYON 3EME","Mandat en cours","SDC 95 MONTEE DE LA GRANDE COTE","95 mte de la grande cote 69001 Lyon","95 mte de la grande cote","69001","Lyon",NA,NA,NA,0,4.832014,45.769297,1965-03-24,"non","non","oui",NA,0,0,0,22,12,11,0,0,0,0,"AVANT_1949",NA,NA
"1725",200046977,"69386","AA2376101","professionnel","REGIE DE L'OPERA 95450374400037","95450374400037","6832A","LYON 3EME","Mandat en cours","SDC 57 RUE TETE D OR","57 r tete d'or 69006 Lyon","57 r tete d'or","69006","Lyon",NA,NA,NA,0,4.852567,45.76884,1950-01-24,"non","non","oui",NA,0,0,0,20,20,17,0,0,0,0,"AVANT_1949",NA,NA
"1726",200046977,"69385","AA2376283","professionnel","REGIE DE L'OPERA 95450374400037","95450374400037","6832A","LYON 3EME","Mandat en cours","SDC 56 RUE TRAMASSAC","56 r tramassac 69005 Lyon","56 r tramassac","69005","Lyon",NA,NA,NA,0,4.825544,45.759638,1973-03-23,"non","non","oui",NA,0,0,0,13,8,7,0,0,0,0,"AVANT_1949",NA,NA
"1727",200046977,"69266","AA2376366","professionnel","REGIE DE L'OPERA 95450374400037","95450374400037","6832A","LYON 3EME","Mandat en cours","SDC 3 RUE DOCTEUR DOLARD","3 r docteur dolard 69100 Villeurbanne","3 r docteur dolard","69100","Villeurbanne",NA,NA,NA,0,4.872376,45.763291,1961-05-10,"non","non","oui",NA,0,0,0,16,6,6,0,0,0,0,"AVANT_1949",NA,NA
"1728",200046977,"69381","AA2376440","professionnel","REGIE DE L'OPERA 95450374400037","95450374400037","6832A","LYON 3EME","Mandat en cours","SDC 6 RUE MULET","6 r mulet 69001 Lyon","6 r mulet","69001","Lyon",NA,NA,NA,0,4.835065,45.765673,1983-02-16,"non","non","oui",NA,0,0,0,16,7,4,0,0,0,0,"AVANT_1949",NA,NA
"1729",200046977,"69386","AA2379337","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","24 RUE SULLY","24 r sully 69006 Lyon","24 r sully","69006","Lyon",NA,NA,NA,0,4.844231,45.770652,1947-07-03,"non","non","oui",NA,0,0,0,14,14,10,0,0,0,0,"AVANT_1949",NA,NA
"1730",200046977,"69266","AA2380228","professionnel","CITYA VENDOME LUMIERE 35233215900081","35233215900081","6832A","LYON 3EME","Mandat en cours","154 COURS TOLSTOÏ","154 crs tolstoi 69100 Villeurbanne","154 crs tolstoi","69100","Villeurbanne",NA,NA,NA,0,4.886427,45.760433,1964-04-22,"non","non","oui",NA,0,0,0,21,21,18,0,0,0,0,"AVANT_1949",NA,NA
"1731",200046977,"69382","AA2383297","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","9 PLACE DES JACOBINS","9 pl des jacobins 69002 Lyon","9 pl des jacobins","69002","Lyon",NA,NA,NA,0,4.833736,45.760131,2004-05-07,"non","non","oui",NA,0,0,0,31,19,10,0,0,0,0,"AVANT_1949",NA,NA
"1732",200046977,"69385","AA2445823","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","patio valdo","80 r pierre valdo 69005 Lyon","80 r pierre valdo","69005","Lyon",NA,NA,NA,0,4.787109,45.75064,2012-12-07,"non","non","oui",NA,0,0,0,64,32,32,27,0,0,0,"APRES_2011",NA,NA
"1733",200046977,"69382","AA2447985","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","35 RUE TUPIN","35 r tupin 69002 Lyon","35 r tupin","69002","Lyon","35 r tupin 69002 Lyon",NA,NA,1,4.835425,45.763022,2000-11-03,"non","non","oui",NA,0,0,0,14,8,6,0,0,0,0,"AVANT_1949",NA,NA
"1734",200046977,"69389","AA2448892","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","6 RUE DU MARCHE","6 r du marche 69009 Lyon","6 r du marche","69009","Lyon",NA,NA,NA,0,4.806785,45.774373,1974-11-22,"non","non","oui",NA,0,0,0,27,24,21,0,0,0,0,"AVANT_1949",NA,NA
"1735",200046977,"69389","AA2449130","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","32 GRANDE RUE DE VAISE","32 gr de vaise 69009 Lyon","32 gr de vaise","69009","Lyon",NA,NA,NA,0,4.807646,45.774174,1970-10-16,"non","non","oui",NA,0,0,0,17,7,6,0,0,0,0,"AVANT_1949",NA,NA
"1736",200046977,"69385","AA2449213","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","4 RUE DES 3 MARIES","4 r des 3 maries 69005 Lyon","4 r des 3 maries","69005","Lyon",NA,NA,NA,0,4.828324,45.762729,2006-06-10,"non","non","oui",NA,0,0,0,11,10,9,0,0,0,0,"AVANT_1949",NA,NA
"1737",200046977,"69275","AA2493914","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","LE CLOS HUGO","12 r victor hugo 69150 Décines-Charpieu","12 r victor hugo","69150","Décines-Charpieu",NA,NA,NA,0,4.96439,45.760056,2010-03-22,"non","non","oui",NA,0,0,0,39,18,18,21,0,0,0,"DE_2001_A_2010",NA,NA
"1738",200046977,"69383","AA2629319","professionnel","FRANCOIS GOFFIN 74987004400023","74987004400023","6832A","LYON 3EME","Mandat en cours","SDC BARABAN ROPOSTE","23 r roposte 69003 Lyon","23 r roposte","69003","Lyon","27 r roposte 69003 Lyon","25 r roposte 69003 Lyon",NA,2,4.867865,45.760606,1966-12-12,"non","non","oui",NA,0,0,0,142,46,46,37,0,0,0,"DE_1975_A_1993",NA,NA
"1739",200046977,"69388","AA2689537","professionnel","REGIE DE L'OPERA 95450374400037","95450374400037","6832A","LYON 3EME","Mandat en cours","SDC 6 RUE COLETTE","6 r colette 69008 Lyon","6 r colette","69008","Lyon",NA,NA,NA,0,4.883983,45.733472,1985-03-21,"non","non","oui",NA,0,0,0,20,9,6,1,0,0,0,"NON_CONNUE",NA,NA
"1740",200046977,"69381","AA2689610","professionnel","REGIE DE L'OPERA 95450374400037","95450374400037","6832A","LYON 3EME","Mandat en cours","SDC 11 CHARTREUX 4 RUE TOURETTE","4 r de la tourette 69001 Lyon","4 r de la tourette","69001","Lyon",NA,NA,NA,0,4.824083,45.77311,1981-02-11,"non","non","oui",NA,0,0,0,34,6,6,18,0,0,0,"AVANT_1949",NA,NA
"1741",200046977,"69386","AA2807923","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","22 RUE NOTRE DAME","22 r notre-dame 69006 Lyon","22 r notre-dame","69006","Lyon",NA,NA,NA,0,4.867876,45.764921,1977-11-30,"non","non","oui",NA,0,0,0,18,10,8,0,0,0,0,"AVANT_1949",NA,NA
"1742",200046977,"69382","AA2808343","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","40 QUAI GAILLETON","40 qu docteur gailleton 69002 Lyon","40 qu docteur gailleton","69002","Lyon",NA,NA,NA,0,4.831885,45.750808,1998-12-28,"non","non","oui",NA,0,0,0,36,12,12,0,0,0,0,"AVANT_1949",NA,NA
"1743",200046977,"69123","AA2844306","professionnel","ESPACE IMMOBILIER LYONNAIS 40047945700030","40047945700030","6832A","LYON 3EME","Mandat en cours","LE MAZARYK","22 RUE MAZARYK 69009","22 RUE MAZARYK","69009",NA,NA,NA,NA,0,4.805356,45.779124,1956-05-31,"non","non","oui",NA,0,0,0,31,11,9,0,0,0,0,"AVANT_1949",NA,NA
"1744",200046977,"69383","AA2901486","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","VILLA DU LAC","40 r du lac 69003 Lyon","40 r du lac","69003","Lyon","42 r du lac 69003 Lyon",NA,NA,1,4.854766,45.756436,2004-05-27,"non","non","oui",NA,0,0,0,116,50,50,49,0,0,0,"DE_2001_A_2010",NA,NA
"1745",200046977,"69383","AA2902211","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","77 AVENUE LACASSAGNE","77 av lacassagne 69003 Lyon","77 av lacassagne","69003","Lyon",NA,NA,NA,0,4.87244,45.7515,1961-11-30,"non","non","oui",NA,0,0,0,13,13,13,0,0,0,0,"DE_1961_A_1974",NA,NA
"1746",200046977,"69383","AA2903466","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","SAINT AUBIN","73B av lacassagne 69003 Lyon","73B av lacassagne","69003","Lyon","73 av lacassagne 69003 Lyon",NA,NA,1,4.872115,45.751661,1987-12-10,"non","non","oui",NA,0,0,0,196,63,63,73,0,0,0,"DE_1975_A_1993",NA,NA
"1747",200046977,"69382","AA2904035","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","59 RUE PDT ED HERRIOT","59 r du president edouard herriot 69002 Lyon","59 r du president edouard herriot","69002","Lyon",NA,NA,NA,0,4.834212,45.761955,1986-12-15,"non","non","oui",NA,0,0,0,9,7,5,0,0,0,0,"DE_1975_A_1993",NA,NA
"1748",200046977,"69387","AA2905446","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","L'ECUYER","24 r claude veyron 69007 Lyon","24 r claude veyron","69007","Lyon","26 r claude veyron 69007 Lyon",NA,NA,1,4.856971,45.746306,1986-11-17,"non","non","oui",NA,0,0,0,120,40,40,40,0,0,0,"DE_1975_A_1993",NA,NA
"1749",200046977,"69266","AA2906014","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","COTE MONTCHAT","117 rte de genas 69100 Villeurbanne","117 rte de genas","69100","Villeurbanne",NA,NA,NA,0,4.886566,45.754355,2006-06-30,"non","non","oui",NA,0,0,0,57,23,23,34,0,0,0,"DE_2001_A_2010",NA,NA
"1750",244200770,"42218","AA2924330","professionnel","REGIE BOUVET ET BONNAMOUR 95751893900021","95751893900021","6832A","LYON 3EME","Mandat en cours","0082 - LE PALATIN","4 all giuseppe verdi 42000 Saint-Étienne","4 all giuseppe verdi","42000","Saint-Étienne",NA,NA,NA,0,4.401935,45.471571,1974-11-07,"non","non","oui",NA,0,0,0,96,48,48,0,0,0,0,"DE_1975_A_1993","Montreynaud","QP042013"
"1751",200046977,"69383","AA2955920","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","31 TER RUE VIALA","31T r viala 69003 Lyon","31T r viala","69003","Lyon",NA,NA,NA,0,4.885699,45.743649,1954-11-26,"non","non","oui",NA,0,0,0,20,16,16,4,0,0,0,"DE_1949_A_1960",NA,NA
"1752",200046977,"69383","AA2956423","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","117 RUE PIERRE CORNEILLE","117 r pierre corneille 69003 Lyon","117 r pierre corneille","69003","Lyon",NA,NA,NA,0,4.844473,45.761247,1961-06-21,"non","non","oui",NA,0,0,0,40,12,10,0,0,0,0,"AVANT_1949",NA,NA
"1753",200046977,"69387","AA2957256","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","55 RUE DE LA THIBAUDIERE","55 r de la thibaudiere 69007 Lyon","55 r de la thibaudiere","69007","Lyon",NA,NA,NA,0,4.847383,45.749432,1979-11-05,"non","non","oui",NA,0,0,0,26,14,12,0,0,0,0,"AVANT_1949",NA,NA
"1754",200046977,"69386","AA2977056","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","9 BD DES BROTTEAUX","9 bd des brotteaux 69006 Lyon","9 bd des brotteaux","69006","Lyon",NA,NA,NA,0,4.857168,45.768739,2001-05-30,"non","non","oui",NA,0,0,0,37,18,14,0,0,0,0,"AVANT_1949",NA,NA
"1755",200046977,"69387","AA2977700","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","7 DE COEUR","22 r de gerland 69007 Lyon","22 r de gerland","69007","Lyon",NA,NA,NA,0,4.840881,45.74177,2013-09-11,"non","non","oui",NA,0,0,0,50,25,25,25,0,0,0,"APRES_2011",NA,NA
"1756",200046977,"69385","AA2978617","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","27 RUE SAINT JEAN","27 r saint-jean 69005 Lyon","27 r saint-jean","69005","Lyon",NA,NA,NA,0,4.827818,45.762759,2005-12-20,"non","non","oui",NA,0,0,0,12,10,9,2,0,0,0,"AVANT_1949",NA,NA
"1757",200046977,"69387","AA2979524","professionnel","CITYA VENDOME LUMIERE 35233215900081","35233215900081","6832A","LYON 3EME","Mandat en cours","ANVERS BANCEL","110 r d'anvers 69007 Lyon","110 r d'anvers","69007","Lyon","21 r bancel 69007 Lyon",NA,NA,1,4.839952,45.747493,1960-09-29,"non","non","oui",NA,0,0,0,106,55,55,0,0,0,0,"DE_1949_A_1960",NA,NA
"1758",200046977,"69266","AA3023314","professionnel","REGIE DE L'OPERA 95450374400037","95450374400037","6832A","LYON 3EME","Mandat en cours","SDC 17 RUE SPREAFICO","17 r spreafico 69100 Villeurbanne","17 r spreafico","69100","Villeurbanne",NA,NA,NA,0,4.873117,45.77674,1972-02-25,"non","non","oui",NA,0,0,0,36,11,11,11,0,0,0,"AVANT_1949",NA,NA
"1759",200046977,"69381","AA3023496","professionnel","REGIE DE L'OPERA 95450374400037","95450374400037","6832A","LYON 3EME","Mandat en cours","SDC 2 RUE HIPPOLYTE FLANDRIN","2 r hippolyte flandrin 69001 Lyon","2 r hippolyte flandrin","69001","Lyon",NA,NA,NA,0,4.830393,45.768611,1954-06-29,"non","non","oui",NA,0,0,0,16,6,5,0,0,0,0,"AVANT_1949",NA,NA
"1760",200046977,"69385","AA3031077","professionnel","MOUTON ET CIE 95650750300038","95650750300038","6832A","LYON 3EME","Mandat en cours","TERRASSE DU LEVANT","27 r soeur bouvier 69005 Lyon","27 r soeur bouvier","69005","Lyon",NA,NA,NA,0,4.811288,45.750248,1974-07-19,"non","non","oui",NA,0,0,0,255,92,92,85,0,0,0,"DE_1961_A_1974",NA,NA
"1761",200046977,"69381","AA3031564","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","12 RUE SAINT POLYCARPE","12 r saint-polycarpe 69001 Lyon","12 r saint-polycarpe","69001","Lyon",NA,NA,NA,0,4.834295,45.768892,1947-08-01,"non","non","oui",NA,0,0,0,58,23,16,0,0,0,0,"AVANT_1949",NA,NA
"1762",200046977,"69381","AA3033131","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","4 QUAI LASSAGNE","4 qu andre lassagne 69001 Lyon","4 qu andre lassagne","69001","Lyon",NA,NA,NA,0,4.837814,45.771995,1981-01-19,"non","non","oui",NA,0,0,0,13,12,11,1,0,0,0,"AVANT_1949",NA,NA
"1763",200046977,"69386","AA3033966","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","132 RUE DE CREQUI","132 r de crequi 69006 Lyon","132 r de crequi","69006","Lyon",NA,NA,NA,0,4.846895,45.763982,1979-04-27,"non","non","oui",NA,0,0,0,14,14,12,0,0,0,0,"AVANT_1949",NA,NA
"1764",200046977,"69386","AA3034469","professionnel","ESPACE IMMOBILIER LYONNAIS 40047945700030","40047945700030","6832A","LYON 3EME","Mandat en cours","87 -89 RUE DE CREQUI","87 r de crequi 69006 Lyon","87 r de crequi","69006","Lyon",NA,NA,NA,0,4.846013,45.769563,1927-06-09,"non","non","oui",NA,0,0,0,46,17,16,1,0,0,0,"AVANT_1949",NA,NA
"1765",200046977,"69383","AA3036100","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","LES METEORES","3 r trarieux 69003 Lyon","3 r trarieux","69003","Lyon",NA,NA,NA,0,4.87765,45.744387,1986-12-22,"non","non","oui",NA,0,0,0,27,13,11,14,0,0,0,"DE_1975_A_1993",NA,NA
"1766",200046977,"69384","AA3037017","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","LE MYREFLORE","14 r artaud 69004 Lyon","14 r artaud","69004","Lyon",NA,NA,NA,0,4.834632,45.781261,1988-09-16,"non","non","oui",NA,0,0,0,67,22,22,26,0,0,0,"DE_1994_A_2000",NA,NA
"1767",200046977,"69382","AA3037504","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","28 RUE DE BREST","28 r de brest 69002 Lyon","28 r de brest","69002","Lyon",NA,NA,NA,0,4.833198,45.763202,1952-12-03,"non","non","oui",NA,0,0,0,8,8,4,0,0,0,0,"AVANT_1949",NA,NA
"1768",200046977,"69266","AA3037926","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","L' ORMELINE","3/3 r louis fort 69100 Villeurbanne","3/3 r louis fort","69100","Villeurbanne",NA,NA,NA,0,4.884564,45.774558,2004-10-26,"non","non","oui",NA,0,0,0,184,60,60,64,0,0,0,"DE_2001_A_2010",NA,NA
"1769",200046977,"69383","AA3043601","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","159 AVENUE DE SAXE","159 av marechal de saxe 69003 Lyon","159 av marechal de saxe","69003","Lyon",NA,NA,NA,0,4.847062,45.754418,1965-06-01,"non","non","oui",NA,0,0,0,22,6,5,0,0,0,0,"AVANT_1949",NA,NA
"1770",200046977,"69386","AA3044518","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","24 RUE CUVIER","24 r cuvier 69006 Lyon","24 r cuvier","69006","Lyon",NA,NA,NA,0,4.843753,45.766651,1988-02-25,"non","non","oui",NA,0,0,0,16,16,13,0,0,0,0,"AVANT_1949",NA,NA
"1771",200046977,"69381","AA3044856","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","1 MONTEE DU LIEUTENANT ALLOUCHE","1 mte lieutenant allouche 69001 Lyon","1 mte lieutenant allouche","69001","Lyon",NA,NA,NA,0,4.828106,45.772662,1955-11-03,"non","non","oui",NA,0,0,0,15,8,8,0,0,0,0,"AVANT_1949",NA,NA
"1772",200046977,"69388","AA3045192","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","21 RUE DU GENERAL GOURAUD","21 r general gouraud 69008 Lyon","21 r general gouraud","69008","Lyon",NA,NA,NA,0,4.852487,45.73471,1955-07-21,"non","non","oui",NA,0,0,0,13,9,9,0,0,0,0,"DE_1949_A_1960",NA,NA
"1773",200046977,"69388","AA3048733","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","27 RUE JOSEPH CHAPELLE","27 r joseph chapelle 69008 Lyon","27 r joseph chapelle","69008","Lyon",NA,NA,NA,0,4.866813,45.73498,1971-01-02,"non","non","oui",NA,0,0,0,6,6,6,0,0,0,0,"DE_1949_A_1960",NA,NA
"1774",200046977,"69386","AA3049152","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","25 RUE MASSENA","25 r massena 69006 Lyon","25 r massena","69006","Lyon",NA,NA,NA,0,4.854179,45.770641,1978-04-04,"non","non","oui",NA,0,0,0,35,13,12,0,0,0,0,"AVANT_1949",NA,NA
"1775",200046977,"69386","AA3049806","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","112 RUE VENDOME","112 r vendome 69006 Lyon","112 r vendome","69006","Lyon",NA,NA,NA,0,4.845273,45.766975,2004-03-03,"non","non","oui",NA,0,0,0,38,18,15,0,0,0,0,"AVANT_1949",NA,NA
"1776",200046977,"69386","AA3071404","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","57 RUE MOLIERE","57 r moliere 69006 Lyon","57 r moliere","69006","Lyon",NA,NA,NA,0,4.843025,45.763923,1995-11-24,"non","non","oui",NA,0,0,0,44,17,15,0,0,0,0,"AVANT_1949",NA,NA
"1777",200046977,"69384","AA3072071","professionnel","REGIE DE L'OPERA 95450374400037","95450374400037","6832A","LYON 3EME","Mandat en cours","SDC LYON PLAGE C D","82-83 qu joseph gillet 69004 Lyon","82-83 qu joseph gillet","69004","Lyon",NA,NA,NA,0,4.819696,45.787527,1983-03-24,"non","non","oui",NA,0,0,0,263,95,95,71,0,0,0,"DE_1975_A_1993",NA,NA
"1778",200046977,"69386","AA3072154","professionnel","REGIE DE L'OPERA 95450374400037","95450374400037","6832A","LYON 3EME","Mandat en cours","SDC 5 AVENUE MARECHAL DE SAXE","5 av marechal de saxe 69006 Lyon","5 av marechal de saxe","69006","Lyon","A OMTER 69006 LYON","5 av marechal de saxe 69006 Lyon",NA,2,4.844192,45.76808,1967-09-04,"non","non","oui",NA,0,0,0,47,18,13,0,0,0,0,"AVANT_1949",NA,NA
"1779",200046977,"69383","AA3072238","professionnel","REGIE DE L'OPERA 95450374400037","95450374400037","6832A","LYON 3EME","Mandat en cours","SDC 47 COURS DE LA LIBERTE","47 crs de la liberte 69003 Lyon","47 crs de la liberte","69003","Lyon",NA,NA,NA,0,4.842678,45.758639,1958-03-20,"non","non","oui",NA,0,0,0,50,17,14,0,0,0,0,"AVANT_1949",NA,NA
"1780",200046977,"69387","AA3080645","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","LE COLOMBIER","22 r des trois pierres 69007 Lyon","22 r des trois pierres","69007","Lyon",NA,NA,NA,0,4.845924,45.748245,1991-12-23,"non","non","oui",NA,0,0,0,59,20,19,20,0,0,0,"DE_1975_A_1993",NA,NA
"1781",200046977,"69382","AA3081718","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","86 RUE DE LA CHARITE","86 r de la charite 69002 Lyon","86 r de la charite","69002","Lyon",NA,NA,NA,0,4.829639,45.749319,1976-07-08,"non","non","oui",NA,0,0,0,42,18,14,0,0,0,0,"AVANT_1949",NA,NA
"1782",200046977,"69266","AA3082625","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","55 57 RUE DEDIEU","55 r dedieu 69100 Villeurbanne","55 r dedieu","69100","Villeurbanne",NA,NA,NA,0,4.867838,45.769566,1985-10-24,"non","non","oui",NA,0,0,0,41,17,14,0,0,0,0,"DE_1949_A_1960",NA,NA
"1783",200046977,"69266","AA3083201","professionnel","FONCIA SAINT LOUIS 96550339400045","96550339400045","6832A","LYON 3EME","Mandat en cours","VILLA AMANDINE","18 r jean-claude vivant 69100 Villeurbanne","18 r jean-claude vivant","69100","Villeurbanne",NA,NA,NA,0,4.868072,45.769762,2014-11-03,"non","non","oui",NA,0,0,0,22,10,10,12,0,0,0,"APRES_2011",NA,NA
